disease_id,icd9cm,name
1800,311,"DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED"
1801,312.00,"UNDERSOCIALIZED CONDUCT DISORDER, AGGRESSIVE TYPE, UNSPECIFIED"
1802,312.01,"UNDERSOCIALIZED CONDUCT DISORDER, AGGRESSIVE TYPE, MILD"
1803,312.03,"UNDERSOCIALIZED CONDUCT DISORDER, AGGRESSIVE TYPE, SEVERE"
1804,312.10,"UNDERSOCIALIZED CONDUCT DISORDER, UNAGGRESSIVE TYPE, UNSPECIFIED"
1805,312.20,"SOCIALIZED CONDUCT DISORDER, UNSPECIFIED"
1806,312.21,"SOCIALIZED CONDUCT DISORDER, MILD"
1807,312.23,"SOCIALIZED CONDUCT DISORDER, SEVERE"
1808,312.30,"IMPULSE CONTROL DISORDER, UNSPECIFIED"
1809,312.31,PATHOLOGICAL GAMBLING
1810,312.32,KLEPTOMANIA
1811,312.33,PYROMANIA
1812,312.34,INTERMITTENT EXPLOSIVE DISORDER
1813,312.35,ISOLATED EXPLOSIVE DISORDER
1814,312.39,OTHER DISORDERS OF IMPULSE CONTROL
1815,312.4,MIXED DISTURBANCE OF CONDUCT AND EMOTIONS
1816,312.81,"CONDUCT DISORDER, CHILDHOOD ONSET TYPE"
1817,312.82,"CONDUCT DISORDER, ADOLESCENT ONSET TYPE"
1818,312.89,OTHER CONDUCT DISORDER
1819,312.9,UNSPECIFIED DISTURBANCE OF CONDUCT
1820,313.0,OVERANXIOUS DISORDER SPECIFIC TO CHILDHOOD AND ADOLESCENCE
1821,313.21,SHYNESS DISORDER OF CHILDHOOD
1822,313.22,INTROVERTED DISORDER OF CHILDHOOD
1823,313.23,SELECTIVE MUTISM
1824,313.3,RELATIONSHIP PROBLEMS SPECIFIC TO CHILDHOOD AND ADOLESCENCE
1825,313.81,OPPOSITIONAL DEFIANT DISORDER
1826,313.82,IDENTITY DISORDER OF CHILDHOOD OR ADOLESCENCE
1827,313.83,ACADEMIC UNDERACHIEVEMENT DISORDER OF CHILDHOOD OR ADOLESCENCE
1828,313.89,OTHER EMOTIONAL DISTURBANCES OF CHILDHOOD OR ADOLESCENCE
1829,313.9,UNSPECIFIED EMOTIONAL DISTURBANCE OF CHILDHOOD OR ADOLESCENCE
1830,314.00,ATTENTION DEFICIT DISORDER WITHOUT MENTION OF HYPERACTIVITY
1831,314.01,ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY
1832,314.1,HYPERKINESIS WITH DEVELOPMENTAL DELAY
1833,314.2,HYPERKINETIC CONDUCT DISORDER
1834,314.8,OTHER SPECIFIED MANIFESTATIONS OF HYPERKINETIC SYNDROME
1835,314.9,UNSPECIFIED HYPERKINETIC SYNDROME
1836,315.00,"DEVELOPMENTAL READING DISORDER, UNSPECIFIED"
1837,315.01,ALEXIA
1838,315.02,DEVELOPMENTAL DYSLEXIA
1839,315.09,OTHER SPECIFIC DEVELOPMENTAL READING DISORDER
1840,315.1,MATHEMATICS DISORDER
1841,315.2,OTHER SPECIFIC DEVELOPMENTAL LEARNING DIFFICULTIES
1842,315.31,EXPRESSIVE LANGUAGE DISORDER
1843,315.32,MIXED RECEPTIVE-EXPRESSIVE LANGUAGE DISORDER
1844,315.34,SPEECH AND LANGUAGE DEVELOPMENTAL DELAY DUE TO HEARING LOSS
1845,315.39,OTHER DEVELOPMENTAL SPEECH OR LANGUAGE DISORDER
1846,315.4,DEVELOPMENTAL COORDINATION DISORDER
1847,315.5,MIXED DEVELOPMENT DISORDER
1848,315.8,OTHER SPECIFIED DELAYS IN DEVELOPMENT
1849,315.9,UNSPECIFIED DELAY IN DEVELOPMENT
1850,316,PSYCHIC FACTORS ASSOCIATED WITH DISEASES CLASSIFIED ELSEWHERE
1851,317,MILD INTELLECTUAL DISABILITIES
1852,318.0,MODERATE INTELLECTUAL DISABILITIES
1853,318.1,SEVERE INTELLECTUAL DISABILITIES
1854,318.2,PROFOUND INTELLECTUAL DISABILITIES
1855,319,UNSPECIFIED INTELLECTUAL DISABILITIES
1856,320.0,HEMOPHILUS MENINGITIS
1857,320.1,PNEUMOCOCCAL MENINGITIS
1858,320.2,STREPTOCOCCAL MENINGITIS
1859,320.3,STAPHYLOCOCCAL MENINGITIS
1860,320.7,MENINGITIS IN OTHER BACTERIAL DISEASES CLASSIFIED ELSEWHERE
1861,320.81,ANAEROBIC MENINGITIS
1862,320.82,"MENINGITIS DUE TO GRAM-NEGATIVE BACTERIA, NOT ELSEWHERE CLASSIFIED"
1863,320.89,MENINGITIS DUE TO OTHER SPECIFIED BACTERIA
1864,320.9,MENINGITIS DUE TO UNSPECIFIED BACTERIUM
1865,321.0,CRYPTOCOCCAL MENINGITIS
1866,321.1,MENINGITIS IN OTHER FUNGAL DISEASES
1867,321.4,MENINGITIS IN SARCOIDOSIS
1868,322.0,NONPYOGENIC MENINGITIS
1869,322.2,CHRONIC MENINGITIS
1870,322.9,"MENINGITIS, UNSPECIFIED"
1871,323.61,INFECTIOUS ACUTE DISSEMINATED ENCEPHALOMYELITIS (ADEM)
1872,323.81,OTHER CAUSES OF ENCEPHALITIS AND ENCEPHALOMYELITIS
1873,323.82,OTHER CAUSES OF MYELITIS
1874,323.9,"UNSPECIFIED CAUSES OF ENCEPHALITIS, MYELITIS, AND ENCEPHALOMYELITIS"
1875,324.0,INTRACRANIAL ABSCESS
1876,324.1,INTRASPINAL ABSCESS
1877,324.9,INTRACRANIAL AND INTRASPINAL ABSCESS OF UNSPECIFIED SITE
1878,325,PHLEBITIS AND THROMBOPHLEBITIS OF INTRACRANIAL VENOUS SINUSES
1879,326,LATE EFFECTS OF INTRACRANIAL ABSCESS OR PYOGENIC INFECTION
1880,327.00,"ORGANIC INSOMNIA, UNSPECIFIED"
1881,327.01,INSOMNIA DUE TO MEDICAL CONDITION CLASSIFIED ELSEWHERE
1882,327.02,INSOMNIA DUE TO MENTAL DISORDER
1883,327.10,"ORGANIC HYPERSOMNIA, UNSPECIFIED"
1884,327.12,IDIOPATHIC HYPERSOMNIA WITHOUT LONG SLEEP TIME
1885,327.14,HYPERSOMNIA DUE TO MEDICAL CONDITION CLASSIFIED ELSEWHERE
1886,327.20,"ORGANIC SLEEP APNEA, UNSPECIFIED"
1887,327.21,PRIMARY CENTRAL SLEEP APNEA
1888,327.23,OBSTRUCTIVE SLEEP APNEA (ADULT)(PEDIATRIC)
1889,327.24,IDIOPATHIC SLEEP RELATED NON-OBSTRUCTIVE ALVEOLAR HYPOVENTILATION
1890,327.26,SLEEP RELATED HYPOVENTILATION/HYPOXEMIA IN CONDITIONS CLASSIFIABLE ELSEWHERE
1891,327.27,CENTRAL SLEEP APNEA IN CONDITIONS CLASSIFIED ELSEWHERE
1892,327.30,"CIRCADIAN RHYTHM SLEEP DISORDER, UNSPECIFIED"
1893,327.31,"CIRCADIAN RHYTHM SLEEP DISORDER, DELAYED SLEEP PHASE TYPE"
1894,327.32,"CIRCADIAN RHYTHM SLEEP DISORDER, ADVANCED SLEEP PHASE TYPE"
1895,327.40,"ORGANIC PARASOMNIA, UNSPECIFIED"
1896,327.42,REM SLEEP BEHAVIOR DISORDER
1897,327.51,PERIODIC LIMB MOVEMENT DISORDER
1898,327.52,SLEEP RELATED LEG CRAMPS
1899,327.8,OTHER ORGANIC SLEEP DISORDERS
1900,330.0,LEUKODYSTROPHY
1901,330.1,CEREBRAL LIPIDOSES
1902,330.8,OTHER SPECIFIED CEREBRAL DEGENERATIONS IN CHILDHOOD
1903,330.9,UNSPECIFIED CEREBRAL DEGENERATION IN CHILDHOOD
1904,331.0,ALZHEIMER'S DISEASE
1905,331.11,PICK'S DISEASE
1906,331.19,OTHER FRONTOTEMPORAL DEMENTIA
1907,331.2,SENILE DEGENERATION OF BRAIN
1908,331.3,COMMUNICATING HYDROCEPHALUS
1909,331.4,OBSTRUCTIVE HYDROCEPHALUS
1910,331.5,IDIOPATHIC NORMAL PRESSURE HYDROCEPHALUS (INPH)
1911,331.7,CEREBRAL DEGENERATION IN DISEASES CLASSIFIED ELSEWHERE
1912,331.81,REYE'S SYNDROME
1913,331.82,DEMENTIA WITH LEWY BODIES
1914,331.83,"MILD COGNITIVE IMPAIRMENT, SO STATED"
1915,331.89,OTHER CEREBRAL DEGENERATION
1916,331.9,"CEREBRAL DEGENERATION, UNSPECIFIED"
1917,332.0,PARALYSIS AGITANS
1918,332.1,SECONDARY PARKINSONISM
1919,333.0,OTHER DEGENERATIVE DISEASES OF THE BASAL GANGLIA
1920,333.1,ESSENTIAL AND OTHER SPECIFIED FORMS OF TREMOR
1921,333.2,MYOCLONUS
1922,333.3,TICS OF ORGANIC ORIGIN
1923,333.4,HUNTINGTON'S CHOREA
1924,333.5,OTHER CHOREAS
1925,333.6,GENETIC TORSION DYSTONIA
1926,333.71,ATHETOID CEREBRAL PALSY
1927,333.72,ACUTE DYSTONIA DUE TO DRUGS
1928,333.79,OTHER ACQUIRED TORSION DYSTONIA
1929,333.81,BLEPHAROSPASM
1930,333.82,OROFACIAL DYSKINESIA
1931,333.83,SPASMODIC TORTICOLLIS
1932,333.84,ORGANIC WRITERS' CRAMP
1933,333.85,SUBACUTE DYSKINESIA DUE TO DRUGS
1934,333.89,OTHER FRAGMENTS OF TORSION DYSTONIA
1935,333.90,UNSPECIFIED EXTRAPYRAMIDAL DISEASE AND ABNORMAL MOVEMENT DISORDER
1936,333.91,STIFF-MAN SYNDROME
1937,333.92,NEUROLEPTIC MALIGNANT SYNDROME
1938,333.94,RESTLESS LEGS SYNDROME (RLS)
1939,333.99,OTHER EXTRAPYRAMIDAL DISEASES AND ABNORMAL MOVEMENT DISORDERS
1940,334.0,FRIEDREICH'S ATAXIA
1941,334.1,HEREDITARY SPASTIC PARAPLEGIA
1942,334.2,PRIMARY CEREBELLAR DEGENERATION
1943,334.3,OTHER CEREBELLAR ATAXIA
1944,334.4,CEREBELLAR ATAXIA IN DISEASES CLASSIFIED ELSEWHERE
1945,334.8,OTHER SPINOCEREBELLAR DISEASES
1946,334.9,"SPINOCEREBELLAR DISEASE, UNSPECIFIED"
1947,335.0,WERDNIG-HOFFMANN DISEASE
1948,335.10,"SPINAL MUSCULAR ATROPHY, UNSPECIFIED"
1949,335.11,KUGELBERG-WELANDER DISEASE
1950,335.19,OTHER SPINAL MUSCULAR ATROPHY
1951,335.20,AMYOTROPHIC LATERAL SCLEROSIS
1952,335.21,PROGRESSIVE MUSCULAR ATROPHY
1953,335.22,PROGRESSIVE BULBAR PALSY
1954,335.23,PSEUDOBULBAR PALSY
1955,335.24,PRIMARY LATERAL SCLEROSIS
1956,335.29,OTHER MOTOR NEURON DISEASE
1957,335.9,"ANTERIOR HORN CELL DISEASE, UNSPECIFIED"
1958,336.0,SYRINGOMYELIA AND SYRINGOBULBIA
1959,336.1,VASCULAR MYELOPATHIES
1960,336.2,SUBACUTE COMBINED DEGENERATION OF SPINAL CORD IN DISEASES CLASSIFIED ELSEWHERE
1961,336.3,MYELOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE
1962,336.8,OTHER MYELOPATHY
1963,336.9,UNSPECIFIED DISEASE OF SPINAL CORD
1964,337.1,PERIPHERAL AUTONOMIC NEUROPATHY IN DISORDERS CLASSIFIED ELSEWHERE
1965,337.20,"REFLEX SYMPATHETIC DYSTROPHY, UNSPECIFIED"
1966,337.21,REFLEX SYMPATHETIC DYSTROPHY OF THE UPPER LIMB
1967,337.22,REFLEX SYMPATHETIC DYSTROPHY OF THE LOWER LIMB
1968,337.29,REFLEX SYMPATHETIC DYSTROPHY OF OTHER SPECIFIED SITE
1969,337.3,AUTONOMIC DYSREFLEXIA
1970,337.9,UNSPECIFIED DISORDER OF AUTONOMIC NERVOUS SYSTEM
1971,338.0,CENTRAL PAIN SYNDROME
1972,338.11,ACUTE PAIN DUE TO TRAUMA
1973,338.12,ACUTE POST-THORACOTOMY PAIN
1974,338.18,OTHER ACUTE POSTOPERATIVE PAIN
1975,338.19,OTHER ACUTE PAIN
1976,338.21,CHRONIC PAIN DUE TO TRAUMA
1977,338.22,CHRONIC POST-THORACOTOMY PAIN
1978,338.28,OTHER CHRONIC POSTOPERATIVE PAIN
1979,338.29,OTHER CHRONIC PAIN
1980,338.3,NEOPLASM RELATED PAIN (ACUTE) (CHRONIC)
1981,338.4,CHRONIC PAIN SYNDROME
1982,339.00,"CLUSTER HEADACHE SYNDROME, UNSPECIFIED"
1983,339.10,"TENSION TYPE HEADACHE, UNSPECIFIED"
1984,339.11,EPISODIC TENSION TYPE HEADACHE
1985,339.12,CHRONIC TENSION TYPE HEADACHE
1986,339.20,"POST-TRAUMATIC HEADACHE, UNSPECIFIED"
1987,339.21,ACUTE POST-TRAUMATIC HEADACHE
1988,339.22,CHRONIC POST-TRAUMATIC HEADACHE
1989,339.3,"DRUG INDUCED HEADACHE, NOT ELSEWHERE CLASSIFIED"
1990,339.84,PRIMARY EXERTIONAL HEADACHE
1991,340,MULTIPLE SCLEROSIS
1992,341.0,NEUROMYELITIS OPTICA
1993,341.1,SCHILDER'S DISEASE
1994,341.20,ACUTE (TRANSVERSE) MYELITIS NOS
1995,341.22,IDIOPATHIC TRANSVERSE MYELITIS
1996,341.8,OTHER DEMYELINATING DISEASES OF CENTRAL NERVOUS SYSTEM
1997,341.9,"DEMYELINATING DISEASE OF CENTRAL NERVOUS SYSTEM, UNSPECIFIED"
1998,342.00,FLACCID HEMIPLEGIA AND HEMIPARESIS AFFECTING UNSPECIFIED SIDE
1999,342.01,FLACCID HEMIPLEGIA AND HEMIPARESIS AFFECTING DOMINANT SIDE
2000,342.02,FLACCID HEMIPLEGIA AND HEMIPARESIS AFFECTING NONDOMINANT SIDE
2001,342.10,SPASTIC HEMIPLEGIA AND HEMIPARESIS AFFECTING UNSPECIFIED SIDE
2002,342.11,SPASTIC HEMIPLEGIA AND HEMIPARESIS AFFECTING DOMINANT SIDE
2003,342.12,SPASTIC HEMIPLEGIA AND HEMIPARESIS AFFECTING NONDOMINANT SIDE
2004,342.80,OTHER SPECIFIED HEMIPLEGIA AND HEMIPARESIS AFFECTING UNSPECIFIED SIDE
2005,342.81,OTHER SPECIFIED HEMIPLEGIA AND HEMIPARESIS AFFECTING DOMINANT SIDE
2006,342.82,OTHER SPECIFIED HEMIPLEGIA AND HEMIPARESIS AFFECTING NONDOMINANT SIDE
2007,342.90,"HEMIPLEGIA, UNSPECIFIED, AFFECTING UNSPECIFIED SIDE"
2008,342.91,"HEMIPLEGIA, UNSPECIFIED, AFFECTING DOMINANT SIDE"
2009,342.92,"HEMIPLEGIA, UNSPECIFIED, AFFECTING NONDOMINANT SIDE"
2010,343.0,CONGENITAL DIPLEGIA
2011,343.1,CONGENITAL HEMIPLEGIA
2012,343.2,CONGENITAL QUADRIPLEGIA
2013,343.3,CONGENITAL MONOPLEGIA
2014,343.4,INFANTILE HEMIPLEGIA
2015,343.8,OTHER SPECIFIED INFANTILE CEREBRAL PALSY
2016,343.9,"INFANTILE CEREBRAL PALSY, UNSPECIFIED"
2017,344.00,"QUADRIPLEGIA, UNSPECIFIED"
2018,344.01,"QUADRIPLEGIA, C1-C4, COMPLETE"
2019,344.02,"QUADRIPLEGIA, C1-C4, INCOMPLETE"
2020,344.03,"QUADRIPLEGIA, C5-C7, COMPLETE"
2021,344.04,"QUADRIPLEGIA, C5-C7, INCOMPLETE"
2022,344.09,OTHER QUADRIPLEGIA
2023,344.1,PARAPLEGIA
2024,344.2,DIPLEGIA OF UPPER LIMBS
2025,344.30,MONOPLEGIA OF LOWER LIMB AFFECTING UNSPECIFIED SIDE
2026,344.31,MONOPLEGIA OF LOWER LIMB AFFECTING DOMINANT SIDE
2027,344.32,MONOPLEGIA OF LOWER LIMB AFFECTING NONDOMINANT SIDE
2028,344.40,MONOPLEGIA OF UPPER LIMB AFFECTING UNSPECIFIED SIDE
2029,344.41,MONOPLEGIA OF UPPER LIMB AFFECTING DOMINANT SIDE
2030,344.42,MONOPLEGIA OF UPPER LIMB AFFECTING NONDOMINANT SDE
2031,344.5,UNSPECIFIED MONOPLEGIA
2032,344.60,CAUDA EQUINA SYNDROME WITHOUT MENTION OF NEUROGENIC BLADDER
2033,344.61,CAUDA EQUINA SYNDROME WITH NEUROGENIC BLADDER
2034,344.81,LOCKED-IN STATE
2035,344.89,OTHER SPECIFIED PARALYTIC SYNDROME
2036,344.9,"PARALYSIS, UNSPECIFIED"
2037,345.00,"GENERALIZED NONCONVULSIVE EPILEPSY, WITHOUT MENTION OF INTRACTABLE EPILEPSY"
2038,345.01,"GENERALIZED NONCONVULSIVE EPILEPSY, WITH INTRACTABLE EPILEPSY"
2039,345.10,"GENERALIZED CONVULSIVE EPILEPSY, WITHOUT MENTION OF INTRACTABLE EPILEPSY"
2040,345.11,"GENERALIZED CONVULSIVE EPILEPSY, WITH INTRACTABLE EPILEPSY"
2041,345.2,PETIT MAL STATUS
2042,345.3,GRAND MAL STATUS
2043,345.40,"LOCALIZATION-RELATED (FOCAL) (PARTIAL) EPILEPSY AND EPILEPTIC SYNDROMES WITH COMPLEX PARTIAL SEIZURES, WITHOUT MENTION OF INTRACTABLE EPILEPSY"
2044,345.41,"LOCALIZATION-RELATED (FOCAL) (PARTIAL) EPILEPSY AND EPILEPTIC SYNDROMES WITH COMPLEX PARTIAL SEIZURES, WITH INTRACTABLE EPILEPSY"
2045,345.50,"LOCALIZATION-RELATED (FOCAL) (PARTIAL) EPILEPSY AND EPILEPTIC SYNDROMES WITH SIMPLE PARTIAL SEIZURES, WITHOUT MENTION OF INTRACTABLE EPILEPSY"
2046,345.51,"LOCALIZATION-RELATED (FOCAL) (PARTIAL) EPILEPSY AND EPILEPTIC SYNDROMES WITH SIMPLE PARTIAL SEIZURES, WITH INTRACTABLE EPILEPSY"
2047,345.60,"INFANTILE SPASMS, WITHOUT MENTION OF INTRACTABLE EPILEPSY"
2048,345.61,"INFANTILE SPASMS, WITH INTRACTABLE EPILEPSY"
2049,345.70,"EPILEPSIA PARTIALIS CONTINUA, WITHOUT MENTION OF INTRACTABLE EPILEPSY"
2050,345.71,"EPILEPSIA PARTIALIS CONTINUA, WITH INTRACTABLE EPILEPSY"
2051,345.80,"OTHER FORMS OF EPILEPSY AND RECURRENT SEIZURES, WITHOUT MENTION OF INTRACTABLE EPILEPSY"
2052,345.81,"OTHER FORMS OF EPILEPSY AND RECURRENT SEIZURES, WITH INTRACTABLE EPILEPSY"
2053,345.90,"EPILEPSY, UNSPECIFIED, WITHOUT MENTION OF INTRACTABLE EPILEPSY"
2054,345.91,"EPILEPSY, UNSPECIFIED, WITH INTRACTABLE EPILEPSY"
2055,346.00,"MIGRAINE WITH AURA, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS"
2056,346.01,"MIGRAINE WITH AURA, WITH INTRACTABLE MIGRAINE, SO STATED, WITHOUT MENTION OF STATUS MIGRAINOSUS"
2057,346.10,"MIGRAINE WITHOUT AURA, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS"
2058,346.11,"MIGRAINE WITHOUT AURA, WITH INTRACTABLE MIGRAINE, SO STATED, WITHOUT MENTION OF STATUS MIGRAINOSUS"
2059,346.20,"VARIANTS OF MIGRAINE, NOT ELSEWHERE CLASSIFIED, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS"
2060,346.21,"VARIANTS OF MIGRAINE, NOT ELSEWHERE CLASSIFIED, WITH INTRACTABLE MIGRAINE, SO STATED, WITHOUT MENTION OF STATUS MIGRAINOSUS"
2061,346.40,"MENSTRUAL MIGRAINE, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS"
2062,346.70,"CHRONIC MIGRAINE WITHOUT AURA, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS"
2063,346.80,"OTHER FORMS OF MIGRAINE, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS"
2064,346.81,"OTHER FORMS OF MIGRAINE, WITH INTRACTABLE MIGRAINE, SO STATED, WITHOUT MENTION OF STATUS MIGRAINOSUS"
2065,346.90,"MIGRAINE, UNSPECIFIED, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS"
2066,346.91,"MIGRAINE, UNSPECIFIED, WITH INTRACTABLE MIGRAINE, SO STATED, WITHOUT MENTION OF STATUS MIGRAINOSUS"
2067,346.92,"MIGRAINE, UNSPECIFIED, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITH STATUS MIGRAINOSUS"
2068,347.00,"NARCOLEPSY, WITHOUT CATAPLEXY"
2069,347.01,"NARCOLEPSY, WITH CATAPLEXY"
2070,348.0,CEREBRAL CYSTS
2071,348.1,ANOXIC BRAIN DAMAGE
2072,348.2,BENIGN INTRACRANIAL HYPERTENSION
2073,348.30,"ENCEPHALOPATHY, UNSPECIFIED"
2074,348.31,METABOLIC ENCEPHALOPATHY
2075,348.39,OTHER ENCEPHALOPATHY
2076,348.4,COMPRESSION OF BRAIN
2077,348.5,CEREBRAL EDEMA
2078,348.89,OTHER CONDITIONS OF BRAIN
2079,348.9,UNSPECIFIED CONDITION OF BRAIN
2080,349.0,REACTION TO SPINAL OR LUMBAR PUNCTURE
2081,349.2,"DISORDERS OF MENINGES, NOT ELSEWHERE CLASSIFIED"
2082,349.31,ACCIDENTAL PUNCTURE OR LACERATION OF DURA DURING A PROCEDURE
2083,349.81,CEREBROSPINAL FLUID RHINORRHEA
2084,349.82,TOXIC ENCEPHALOPATHY
2085,349.89,OTHER SPECIFIED DISORDERS OF NERVOUS SYSTEM
2086,349.9,UNSPECIFIED DISORDERS OF NERVOUS SYSTEM
2087,350.1,TRIGEMINAL NEURALGIA
2088,350.2,ATYPICAL FACE PAIN
2089,350.8,OTHER SPECIFIED TRIGEMINAL NERVE DISORDERS
2090,350.9,"TRIGEMINAL NERVE DISORDER, UNSPECIFIED"
2091,351.0,BELL'S PALSY
2092,351.8,OTHER FACIAL NERVE DISORDERS
2093,351.9,"FACIAL NERVE DISORDER, UNSPECIFIED"
2094,352.0,DISORDERS OF OLFACTORY (1ST) NERVE
2095,352.1,GLOSSOPHARYNGEAL NEURALGIA
2096,352.2,OTHER DISORDERS OF GLOSSOPHARYNGEAL [9TH] NERVE
2097,352.3,DISORDERS OF PNEUMOGASTRIC [10TH] NERVE
2098,352.4,DISORDERS OF ACCESSORY [11TH] NERVE
2099,352.5,DISORDERS OF HYPOGLOSSAL [12TH] NERVE
2100,352.6,MULTIPLE CRANIAL NERVE PALSIES
2101,352.9,UNSPECIFIED DISORDER OF CRANIAL NERVES
2102,353.0,BRACHIAL PLEXUS LESIONS
2103,353.1,LUMBOSACRAL PLEXUS LESIONS
2104,353.2,"CERVICAL ROOT LESIONS, NOT ELSEWHERE CLASSIFIED"
2105,353.3,"THORACIC ROOT LESIONS, NOT ELSEWHERE CLASSIFIED"
2106,353.4,"LUMBOSACRAL ROOT LESIONS, NOT ELSEWHERE CLASSIFIED"
2107,353.5,NEURALGIC AMYOTROPHY
2108,353.6,PHANTOM LIMB (SYNDROME)
2109,353.8,OTHER NERVE ROOT AND PLEXUS DISORDERS
2110,353.9,UNSPECIFIED NERVE ROOT AND PLEXUS DISORDER
2111,354.0,CARPAL TUNNEL SYNDROME
2112,354.1,OTHER LESION OF MEDIAN NERVE
2113,354.2,LESION OF ULNAR NERVE
2114,354.3,LESION OF RADIAL NERVE
2115,354.4,CAUSALGIA OF UPPER LIMB
2116,354.5,MONONEURITIS MULTIPLEX
2117,354.8,OTHER MONONEURITIS OF UPPER LIMB
2118,354.9,"MONONEURITIS OF UPPER LIMB, UNSPECIFIED"
2119,355.0,LESION OF SCIATIC NERVE
2120,355.1,MERALGIA PARESTHETICA
2121,355.2,OTHER LESION OF FEMORAL NERVE
2122,355.3,LESION OF LATERAL POPLITEAL NERVE
2123,355.4,LESION OF MEDIAL POPLITEAL NERVE
2124,355.5,TARSAL TUNNEL SYNDROME
2125,355.6,LESION OF PLANTAR NERVE
2126,355.71,CAUSALGIA OF LOWER LIMB
2127,355.79,OTHER MONONEURITIS OF LOWER LIMB
2128,355.8,"MONONEURITIS OF LOWER LIMB, UNSPECIFIED"
2129,355.9,MONONEURITIS OF UNSPECIFIED SITE
2130,356.0,HEREDITARY PERIPHERAL NEUROPATHY
2131,356.1,PERONEAL MUSCULAR ATROPHY
2132,356.2,HEREDITARY SENSORY NEUROPATHY
2133,356.4,IDIOPATHIC PROGRESSIVE POLYNEUROPATHY
2134,356.8,OTHER SPECIFIED IDIOPATHIC PERIPHERAL NEUROPATHY
2135,356.9,UNSPECIFIED HEREDITARY AND IDIOPATHIC PERIPHERAL NEUROPATHY
2136,357.0,ACUTE INFECTIVE POLYNEURITIS
2137,357.1,POLYNEUROPATHY IN COLLAGEN VASCULAR DISEASE
2138,357.2,POLYNEUROPATHY IN DIABETES
2139,357.3,POLYNEUROPATHY IN MALIGNANT DISEASE
2140,357.4,POLYNEUROPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE
2141,357.5,ALCOHOLIC POLYNEUROPATHY
2142,357.6,POLYNEUROPATHY DUE TO DRUGS
2143,357.7,POLYNEUROPATHY DUE TO OTHER TOXIC AGENTS
2144,357.81,CHRONIC INFLAMMATORY DEMYELINATING POLYNEURITIS
2145,357.82,CRITICAL ILLNESS POLYNEUROPATHY
2146,357.89,OTHER INFLAMMATORY AND TOXIC NEUROPATHY
2147,357.9,UNSPECIFIED INFLAMMATORY AND TOXIC NEUROPATHY
2148,358.00,MYASTHENIA GRAVIS WITHOUT (ACUTE) EXACERBATION
2149,358.01,MYASTHENIA GRAVIS WITH (ACUTE) EXACERBATION
2150,358.1,MYASTHENIC SYNDROMES IN DISEASES CLASSIFIED ELSEWHERE
2151,358.8,OTHER SPECIFIED MYONEURAL DISORDERS
2152,358.9,"MYONEURAL DISORDERS, UNSPECIFIED"
2153,359.0,CONGENITAL HEREDITARY MUSCULAR DYSTROPHY
2154,359.1,HEREDITARY PROGRESSIVE MUSCULAR DYSTROPHY
2155,359.21,MYOTONIC MUSCULAR DYSTROPHY
2156,359.22,MYOTONIA CONGENITA
2157,359.29,OTHER SPECIFIED MYOTONIC DISORDER
2158,359.3,PERIODIC PARALYSIS
2159,359.4,TOXIC MYOPATHY
2160,359.5,MYOPATHY IN ENDOCRINE DISEASES CLASSIFIED ELSEWHERE
2161,359.6,SYMPTOMATIC INFLAMMATORY MYOPATHY IN DISEASES CLASSIFIED ELSEWHERE
2162,359.81,CRITICAL ILLNESS MYOPATHY
2163,359.89,OTHER MYOPATHIES
2164,359.9,"MYOPATHY, UNSPECIFIED"
2165,360.00,"PURULENT ENDOPHTHALMITIS, UNSPECIFIED"
2166,360.01,ACUTE ENDOPHTHALMITIS
2167,360.02,PANOPHTHALMITIS
2168,360.03,CHRONIC ENDOPHTHALMITIS
2169,360.11,SYMPATHETIC UVEITIS
2170,360.12,PANUVEITIS
2171,360.19,OTHER ENDOPHTHALMITIS
2172,360.21,PROGRESSIVE HIGH (DEGENERATIVE) MYOPIA
2173,360.23,SIDEROSIS OF GLOBE
2174,360.29,OTHER DEGENERATIVE DISORDERS OF GLOBE
2175,360.30,"HYPOTONY OF EYE, UNSPECIFIED"
2176,360.31,PRIMARY HYPOTONY OF EYE
2177,360.32,OCULAR FISTULA CAUSING HYPOTONY
2178,360.33,HYPOTONY ASSOCIATED WITH OTHER OCULAR DISORDERS
2179,360.34,FLAT ANTERIOR CHAMBER OF EYE
2180,360.40,"DEGENERATED GLOBE OR EYE, UNSPECIFIED"
